product_type;mission;level;origin_level;instrument;mode;type;groups;published_by;consumed_by
SR_2_SI11AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_SI12AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_SST_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_LRC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_SFL_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_FLT_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_RRC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_CCT_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_SURFAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_RET_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_MLM_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_MAG_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_LUTFAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_LUTEAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR_2_LUTSAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SR___ROE_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;AUXIP|PRIP|LTA|DA
SR_1_CA1LAX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
SR_1_CA1SAX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
SR_1_CA2KAX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
SR_1_CA2CAX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
MW_1_NIR_AX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
MW_1_DNB_AX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
MW_1_MON_AX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
SL_1_VSC_AX;S3;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
SR___MGNPAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;AUXIP|PRIP|LTA|DA
SR___POEPAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;AUXIP|PRIP|LTA|DA
SR_2_PMPPAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|PRIP|LTA|_
SR_2_PCPPAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;AUXIP|PRIP|LTA|DA
SR___MDO_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;_|PRIP|LTA|_
SR___POESAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_2_PMPSAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;_|PRIP|LTA|_
SR_2_PMO_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_2_RMO_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;_|PRIP|LTA|_
SR_2_POL_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_2_PGI_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_2_RGI_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_1_USO_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR___MGNSAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;_|PRIP|LTA|_
SR_2_SIC_AX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
MW_1_SLC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
MW___CHDNAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
MW___CHDRAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
MW___STD_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_EO__AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_RAC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_SPC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_CLUTAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_INS_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_CAL_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_1_PRG_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_PCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_PPP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_CLP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_WVP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_ACP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_OCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OL_2_VGP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_PCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_ANC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S1AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S2AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S3AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S1AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S2AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S3AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NAS4AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NAS5AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NAS6AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NBS4AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NBS5AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_NBS6AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OAS4AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OAS5AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OAS6AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OBS4AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OBS5AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_OBS6AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S7AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S8AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_S9AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_F1AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_N_F2AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S7AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S8AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_S9AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_F1AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_O_F2AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_VIC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_GEO_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_GEC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_CLO_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_ESSTAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_PCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S6N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S7N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S8N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S9N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_F1N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_F2N_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S7O_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S8O_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_S9O_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_N2_CAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_N3RCAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_N3_CAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_D2_CAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_D3_CAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SST_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SDI3AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SDI2AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SSESAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_LSTCAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_LSTBAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_LSTVAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_LSTWAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_LSTEAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_FRPTAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SSTAAX;S3;AUX;AUX;;;;AUX;AUXIP|_|_|_|_;_|PRIP|LTA|DA
SL_2_IMSCAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_DIMSAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|DA|_;_|PRIP|LTA|DA
SR_2_NRPPAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|PRIP|LTA|_
OL_1_MCHDAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_MCHDAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_1_PCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_1_CDIBAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_PCPSAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_PCP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_RAD_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_RADPAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_SPCPAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_RADSAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_1_GCPBAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_ACLMAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_ART_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_ART_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_OSR_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_PCPAAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_ACLMAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_LSR_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_OSR_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_PCPAAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_CFM_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_FXPAAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_PCPFAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_PLFMAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_2_SXPAAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_IRE_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_LCC_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_CDP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_CLP_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_ADJ_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SL_1_RTT_AX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
SY_2_AODCAX;S3;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
OPER_L0__ENG_A_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_1_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_2_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_3_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_4_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_5_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_6_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_7_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__ODB_8_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OPER_L0__SAT_A_;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_L1B_CA_SIR;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_L1B_CA_UVN;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_L1B_ENG_DB;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_L1B_IR_SIR;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_IR_UVN;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD1;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD2;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD3;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD4;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD5;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD6;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD7;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L1B_RA_BD8;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__AER_AI;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__AER_LH;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__CH4___;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__CLOUD_;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__CO____;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__FRESCO;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_L2__HCHO__;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__NO2___;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__NP_BD3;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__NP_BD6;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__NP_BD7;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__O3_TCL;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__O3__PR;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__O3____;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OFFL_L2__SO2___;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|DHUS;_|_|LTA|DA
OPER_AUX_CTMANA;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
OPER_AUX_CTMFCT;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
NRTI_L1B_ENG_DB;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD1;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD2;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD3;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD4;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD5;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD6;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD7;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L1B_RA_BD8;S5;L1_;L1B;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L2__AER_AI;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|DHUS;_|_|_|DA
NRTI_L2__AER_LH;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|DHUS;_|_|_|DA
NRTI_L2__CLOUD_;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|DHUS;_|_|_|DA
NRTI_L2__CO____;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|DHUS;_|_|_|DA
NRTI_L2__FRESCO;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|DA
NRTI_L2__HCHO__;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|DHUS;_|_|_|DA
NRTI_L2__NO2___;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|DHUS;_|PRIP|_|DA
NRTI_L2__O3_TCL;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|_;_|_|_|DA
NRTI_L2__O3__PR;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|DHUS;_|_|_|DA
NRTI_L2__O3____;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|DHUS;_|_|_|DA
NRTI_L2__SO2___;S5;L2_;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|DA|DHUS;_|_|_|DA
NRTI_AUX_MET_2D;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|_|DA|_;_|_|_|DA
NRTI_AUX_MET_QP;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|_|DA|_;_|_|_|DA
NRTI_AUX_MET_TP;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|_|DA|_;_|_|_|DA
OFFL_ICM_CA_SIR;S5;Calibration;Calibration;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
OFFL_ICM_CA_UVN;S5;Calibration;Calibration;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
ICM_CKDSIR;S5;Calibration;Calibration;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
ICM_CKDUVN;S5;Calibration;Calibration;TROPOMI;;;PRODUCT;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_BGHCHO;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_BGSO2_;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_BGO3__;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_BGCLD_;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_CTMCH4;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
AUX_CTM_CO;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
AUX_NISE;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_IERS_B;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_IERS_C;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|_|LTA|DA
AUX_ISRF;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
AUX_L1_CKD;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
AUX_O3_M;S5;AUX;AUX;;;;AUX;_|PRIP|LTA|DA|_;_|PRIP|LTA|DA
MPL___NPIF_;S5;AUX;AUX;;;;AUX;_|_|LTA|_|_;_|PRIP|LTA|_
MPL____SAF;S5;AUX;AUX;;;;AUX;_|_|LTA|_|_;_|PRIP|LTA|_
MPL____SPF;S5;AUX;AUX;;;;AUX;_|_|LTA|_|_;_|PRIP|LTA|_
MPL_ORBPRE;S5;AUX;AUX;;;;AUX;_|_|LTA|_|_;_|PRIP|LTA|_
MPL_TLEPRE;S5;AUX;AUX;;;;AUX;_|_|LTA|_|_;_|PRIP|LTA|_
VIIRS_CM;S5;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
VIIRS_L1B_GEO;S5;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
VIIRS_L1B_RR;S5;AUX;AUX;;;;AUX;_|_|_|_|_;_|PRIP|_|_
L2VOAER_AI;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOAER_LH;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
